stat,value
frames_attempted,825
frames_succeeded,825
frames_failed,0
failure_pct,0.0
plane_normal_x,-0.01717001951312099
plane_normal_y,-0.4925570051828287
plane_normal_z,-0.8701107901153979
plane_d,458.38905863078827
mean_abs_resid_mm,1.0837179953056775
median_resid_mm,0.9319227776171601
rmse_mm,1.3453919962582426
std_mm,0.7972671636574423
p90_mm,2.209333258099548
p95_mm,2.5970973011797014
max_mm,9.755101654972464
